# targetAltitude=4000.0
time,altitude,velocity,horizontalVelocity,acceleration,accelerationX,accelerationY,accelerationZ,temperature,pressure,humidity,gpsLat,gpsLon,pitch,roll,yaw
0.0,0.0,0.0,0.0,10.090396626823656,9.528922607421874,0.38307226562499996,-3.296815686035156,20.0,101.3,50.0,0.0,0.0,-0.6564885496183206,-1.1908396946564885,0.1984732824427481
0.03,0.0,0.0,0.0,10.11167169966443,9.536105212402344,0.411802685546875,-3.337517114257812,20.0,101.3,50.0,0.0,0.0,-0.8244274809160306,-1.2061068702290076,0.2595419847328244
0.08,0.0,0.0,0.0,10.111887398859036,9.536105212402344,0.39743747558593745,-3.3399113159179685,20.0,101.3,50.0,0.0,0.0,-1.0534351145038168,-1.2671755725190839,0.0916030534351145
0.11,0.0,0.0,0.0,10.144941289651207,9.572018237304688,0.3758896606445312,-3.3399113159179685,20.0,101.3,50.0,0.0,0.0,-0.8702290076335878,-1.1755725190839694,0.183206106870229
0.15,0.0,0.0,0.0,10.104231370672696,9.540893615722656,0.38786066894531246,-3.303998291015625,20.0,101.3,50.0,0.0,0.0,-1.0229007633587786,-1.1755725190839694,0.22900763358778625
0.17,0.0,0.0,0.0,10.104231370672696,9.540893615722656,0.38786066894531246,-3.303998291015625,20.0,101.3,50.0,0.0,0.0,-1.0229007633587786,-1.1755725190839694,0.22900763358778625
0.2,0.0,0.0,0.0,10.094556138993708,9.519345800781249,0.37828386230468747,-3.337517114257812,20.0,101.3,50.0,0.0,0.0,-1.0534351145038168,-1.1603053435114503,0.21374045801526717
0.24,0.0,0.0,0.0,9.819256755972285,9.153032946777342,0.4860229370117187,-3.5218706420898434,20.0,101.3,50.0,0.0,0.0,-2.931297709923664,-1.450381679389313,0.04580152671755725
0.29,0.0,0.0,0.0,9.082407705706222,8.396465222167969,1.0510545288085937,-3.299209887695312,20.0,101.3,50.0,0.0,0.0,-8.122137404580153,-2.717557251908397,2.1374045801526718
0.32,0.0,0.0,0.0,9.428102881272727,8.865728747558594,0.26815058593749996,-3.1962592163085937,20.0,101.3,50.0,0.0,0.0,-3.1755725190839694,-1.1755725190839694,1.0381679389312977
0.37,0.0,0.0,0.0,10.190671238870227,9.641450085449218,0.4429273071289062,-3.2704794677734372,20.0,101.3,50.0,0.0,0.0,-1.786259541984733,-1.2213740458015268,0.2900763358778626
0.44,0.0,0.0,0.0,10.20823940794447,9.6151138671875,0.38786066894531246,-3.4069489624023435,20.0,101.3,50.0,0.0,0.0,-1.1145038167938932,-1.2671755725190839,0.10687022900763359
0.5,0.0,0.0,0.0,10.026890827038835,9.447519750976562,0.39983167724609375,-3.3351229125976563,20.0,101.3,50.0,0.0,0.0,-1.3740458015267176,-1.1908396946564885,0.32061068702290074
0.52,0.0,0.0,0.0,10.026890827038835,9.447519750976562,0.39983167724609375,-3.3351229125976563,20.0,101.3,50.0,0.0,0.0,-1.3740458015267176,-1.1908396946564885,0.32061068702290074
0.55,0.0,0.0,0.0,10.011376214294879,9.449913952636718,0.3902548706054687,-3.2824504760742186,20.0,101.3,50.0,0.0,0.0,-1.7557251908396947,-1.2061068702290076,0.2900763358778626
0.57,0.0,0.0,0.0,10.240139886075374,9.674968908691406,0.4429273071289062,-3.3255461059570313,20.0,101.3,50.0,0.0,0.0,-0.5954198473282443,-1.251908396946565,-0.15267175572519084
0.61,0.0,0.0,0.0,9.97043829910804,9.404424121093749,0.4381389038085937,-3.2824504760742186,20.0,101.3,50.0,0.0,0.0,-1.3893129770992367,-1.1450381679389312,0.32061068702290074
0.63,0.0,0.0,0.0,9.97043829910804,9.404424121093749,0.4381389038085937,-3.2824504760742186,20.0,101.3,50.0,0.0,0.0,-1.3893129770992367,-1.1450381679389312,0.32061068702290074
0.65,0.0,0.0,0.0,10.11320700360696,9.53131680908203,0.40462008056640625,-3.356670727539062,20.0,101.3,50.0,0.0,0.0,-1.2213740458015268,-1.2061068702290076,0.15267175572519084
0.68,0.0,0.0,0.0,10.268431989738513,9.710881933593749,0.41898529052734373,-3.3111808959960936,20.0,101.3,50.0,0.0,0.0,-0.3816793893129771,-1.282442748091603,-0.10687022900763359
0.73,0.0,0.0,0.0,10.26837365398012,9.686939916992188,0.39743747558593745,-3.383006945800781,20.0,101.3,50.0,0.0,0.0,-0.48854961832061067,-1.297709923664122,-0.030534351145038167
0.77,0.0,0.0,0.0,10.04864377432346,9.478644372558593,0.44532150878906246,-3.306392492675781,20.0,101.3,50.0,0.0,0.0,-1.1908396946564885,-1.1755725190839694,0.33587786259541985
0.8,0.0,0.0,0.0,10.061129909790244,9.471461767578125,0.3711012573242187,-3.373430139160156,20.0,101.3,50.0,0.0,0.0,-1.0076335877862594,-1.083969465648855,0.24427480916030533
0.83,0.0,0.0,0.0,10.187838120245505,9.631873278808593,0.4261678955078125,-3.2920272827148436,20.0,101.3,50.0,0.0,0.0,-0.5038167938931297,-1.1755725190839694,0.16793893129770993
