# targetAltitude=1500.0
time,altitude,velocity,horizontalVelocity,acceleration,accelerationX,accelerationY,accelerationZ,temperature,pressure,humidity,gpsLat,gpsLon,pitch,roll,yaw
3.09,0.0,0.0,0.0,10.123178963278354,9.739612353515625,0.3950432739257812,-2.731784094238281,20.0,101.3,50.0,0.0,0.0,-1.0534351145038168,-1.1603053435114503,0.1984732824427481
3.12,0.0,0.0,0.0,10.123178963278354,9.739612353515625,0.3950432739257812,-2.731784094238281,20.0,101.3,50.0,0.0,0.0,-1.0534351145038168,-1.1603053435114503,0.1984732824427481
3.14,0.0,0.0,0.0,10.111185580141855,9.713276135253906,0.40222587890625,-2.779668127441406,20.0,101.3,50.0,0.0,0.0,-0.8702290076335878,-1.1603053435114503,0.2748091603053435
3.19,0.0,0.0,0.0,10.134984803613664,9.74200655517578,0.4213794921875,-2.7629087158203123,20.0,101.3,50.0,0.0,0.0,-1.0076335877862594,-1.1603053435114503,0.15267175572519084
3.22,0.0,0.0,0.0,10.134984803613664,9.74200655517578,0.4213794921875,-2.7629087158203123,20.0,101.3,50.0,0.0,0.0,-1.0076335877862594,-1.1603053435114503,0.15267175572519084
3.23,0.0,0.0,0.0,10.145569584148785,9.74200655517578,0.4070142822265625,-2.8036101440429686,20.0,101.3,50.0,0.0,0.0,-0.5190839694656488,-1.099236641221374,0.13740458015267176
3.26,0.0,0.0,0.0,10.137696989313024,9.746794958496093,0.4070142822265625,-2.7581203125,20.0,101.3,50.0,0.0,0.0,-0.8244274809160306,-1.1297709923664123,0.2595419847328244
3.3,0.0,0.0,0.0,10.099579800517764,9.70369932861328,0.42377369384765623,-2.767697119140625,20.0,101.3,50.0,0.0,0.0,-1.0076335877862594,-1.1755725190839694,0.1984732824427481
3.35,0.0,0.0,0.0,10.162627714211737,9.777919580078125,0.37828386230468747,-2.7437551025390623,20.0,101.3,50.0,0.0,0.0,-0.9923664122137404,-1.1603053435114503,0.21374045801526717
3.38,0.0,0.0,0.0,10.125581539716693,9.732429748535155,0.4165910888671875,-2.7629087158203123,20.0,101.3,50.0,0.0,0.0,-0.7480916030534351,-1.1297709923664123,0.2900763358778626
3.42,0.0,0.0,0.0,10.13918906062589,9.746794958496093,0.4572925170898437,-2.7557261108398436,20.0,101.3,50.0,0.0,0.0,-0.7938931297709924,-1.0076335877862594,0.24427480916030533
3.47,0.0,0.0,0.0,10.16626770491429,9.787496386718749,0.4165910888671875,-2.7174188842773437,20.0,101.3,50.0,0.0,0.0,-0.7938931297709924,-1.1755725190839694,0.183206106870229
