# targetAltitude=3000.0
# t0=2026-07-23T12:54:06.420000+00:00
time,altitude,velocity,horizontalVelocity,acceleration,accelerationX,accelerationY,accelerationZ,temperature,pressure,humidity,gpsLat,gpsLon,pitch,roll,yaw
0.0,0.0,0.0,0.0,10.095860124090274,0.7852981445312499,0.031124621582031248,10.065223779296874,20.0,101.3,50.0,0.0,0.0,-0.6412213740458015,-1.3282442748091603,0.366412213740458
0.0,0.0,0.0,0.0,10.095860124090274,0.7852981445312499,0.031124621582031248,10.065223779296874,20.0,101.3,50.0,0.0,0.0,-0.6412213740458015,-1.3282442748091603,0.366412213740458
0.01,0.0,0.0,0.0,10.095860124090274,0.7852981445312499,0.031124621582031248,10.065223779296874,20.0,101.3,50.0,0.0,0.0,-0.6412213740458015,-1.3282442748091603,0.366412213740458
0.01,0.0,0.0,0.0,9.991501805400079,0.82360537109375,0.016759411621093748,9.957484704589843,20.0,101.3,50.0,0.0,0.0,2.8244274809160306,-0.6870229007633588,0.549618320610687
0.04,0.0,0.0,0.0,10.013694276969964,0.8307879760742187,0.0526724365234375,9.97903251953125,20.0,101.3,50.0,0.0,0.0,-0.13740458015267176,-1.2671755725190839,0.4122137404580153
0.04,0.0,0.0,0.0,10.013694276969964,0.8307879760742187,0.0526724365234375,9.97903251953125,20.0,101.3,50.0,0.0,0.0,-0.13740458015267176,-1.2671755725190839,0.4122137404580153
0.04,0.0,0.0,0.0,10.013694276969964,0.8307879760742187,0.0526724365234375,9.97903251953125,20.0,101.3,50.0,0.0,0.0,-0.13740458015267176,-1.2671755725190839,0.4122137404580153
0.05,0.0,0.0,0.0,10.129903722757085,0.8786720092773437,0.05746083984375,10.091559997558592,20.0,101.3,50.0,0.0,0.0,2.549618320610687,-0.6564885496183206,0.5343511450381679
0.05,0.0,0.0,0.0,10.129903722757085,0.8786720092773437,0.05746083984375,10.091559997558592,20.0,101.3,50.0,0.0,0.0,2.549618320610687,-0.6564885496183206,0.5343511450381679
0.08,0.0,0.0,0.0,10.030711227435663,0.8355763793945312,0.033518823242187495,9.995791931152343,20.0,101.3,50.0,0.0,0.0,-0.0916030534351145,-1.2671755725190839,0.3816793893129771
0.09,0.0,0.0,0.0,10.030711227435663,0.8355763793945312,0.033518823242187495,9.995791931152343,20.0,101.3,50.0,0.0,0.0,-0.0916030534351145,-1.2671755725190839,0.3816793893129771
0.09,0.0,0.0,0.0,10.078198436555747,0.833182177734375,0.02154781494140625,10.043675964355469,20.0,101.3,50.0,0.0,0.0,0.5190839694656488,-1.099236641221374,0.48854961832061067
0.1,0.0,0.0,0.0,10.078198436555747,0.833182177734375,0.02154781494140625,10.043675964355469,20.0,101.3,50.0,0.0,0.0,0.5190839694656488,-1.099236641221374,0.48854961832061067
0.1,0.0,0.0,0.0,9.925361871319149,0.8307879760742187,0.040701428222656245,9.890447058105469,20.0,101.3,50.0,0.0,0.0,2.2595419847328246,-0.8244274809160306,0.4580152671755725
0.1,0.0,0.0,0.0,9.925361871319149,0.8307879760742187,0.040701428222656245,9.890447058105469,20.0,101.3,50.0,0.0,0.0,2.2595419847328246,-0.8244274809160306,0.4580152671755725
0.1,0.0,0.0,0.0,9.925361871319149,0.8307879760742187,0.040701428222656245,9.890447058105469,20.0,101.3,50.0,0.0,0.0,2.2595419847328246,-0.8244274809160306,0.4580152671755725
0.11,0.0,0.0,0.0,10.035331316130563,0.8882488159179687,0.055066638183593745,9.995791931152343,20.0,101.3,50.0,0.0,0.0,4.931297709923665,-0.32061068702290074,0.4580152671755725
0.11,0.0,0.0,0.0,10.035331316130563,0.8882488159179687,0.055066638183593745,9.995791931152343,20.0,101.3,50.0,0.0,0.0,4.931297709923665,-0.32061068702290074,0.4580152671755725
