# targetAltitude=50.0
# departureAltitude=15.0
# t0=2026-07-24T09:10:25.110000+00:00
# modeTransitions=12439.490:BOOST,12441.530:COAST
time,altitude,altitudeMSL,velocity,horizontalVelocity,acceleration,accelerationX,accelerationY,accelerationZ,temperature,pressure,humidity,gpsLat,gpsLon,gpsAlt,pitch,roll,yaw
0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,101.3,50.0,43.8761295,10.246667,-5.8,0.0,0.0,0.0
7.69,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,31.384188341018124,101.23841949187275,37.02622681040417,43.8761295,10.246667,-5.8,0.0,0.0,0.0
7.7,0.0,15.0,0.0,0.0,9.998230278674768,0.8547299926757812,0.28730419921875,9.957484704589843,31.384188341018124,101.23841949187275,37.02622681040417,43.8761295,10.246667,-5.8,-0.9007633587786259,-1.3740458015267176,0.3816793893129771
7.71,0.0,15.0,0.0,0.0,9.998230278674768,0.8547299926757812,0.28730419921875,9.957484704589843,31.384188341018124,101.23841949187275,37.02622681040417,43.8761295,10.246667,-5.8,-0.9007633587786259,-1.3740458015267176,0.3816793893129771
7.71,0.0,15.0,0.0,0.0,10.046125798526473,0.8595183959960937,0.28012159423828126,10.005368737792969,31.384188341018124,101.23841949187275,37.02622681040417,43.8761295,10.246667,-5.8,-0.8549618320610687,-1.3893129770992367,0.3511450381679389
7.73,0.0,15.0,0.0,0.0,9.999469723194421,0.8667010009765624,0.29448680419921874,9.957484704589843,31.384188341018124,101.23841949187275,37.02622681040417,43.8761295,10.246667,-5.8,-0.732824427480916,-1.4198473282442747,0.366412213740458
7.74,0.0,15.0,0.0,0.0,10.079673439960214,0.9050082275390624,0.22266075439453123,10.036493359375,31.384188341018124,101.23841949187275,37.02622681040417,43.8761295,10.246667,-5.8,-1.0381679389312977,-1.4809160305343512,0.33587786259541985
7.75,0.0,15.0,0.0,0.0,9.991215808014973,0.8547299926757812,0.2920926025390625,9.950302099609374,31.384188341018124,101.23841949187275,37.02622681040417,43.8761295,10.246667,-5.8,-0.732824427480916,-1.3893129770992367,0.3969465648854962
7.76,0.0,15.0,0.0,0.0,10.011326400686011,0.8954314208984374,0.28730419921875,9.967061511230469,31.384188341018124,101.23841949187275,37.02622681040417,43.8761295,10.246667,-5.8,-0.6106870229007634,-1.3129770992366412,0.33587786259541985
7.77,0.0,15.0,0.0,0.0,10.07347310483281,0.9074024291992187,0.2537853759765625,10.029310754394531,31.384188341018124,101.23841949187275,37.02622681040417,43.8761295,10.246667,-5.8,-0.7480916030534351,-1.3435114503816794,0.4122137404580153
7.79,0.0,15.0,0.0,0.0,9.985652577468896,0.8714894042968749,0.296881005859375,9.943119494628906,31.384188341018124,101.23841949187275,37.02622681040417,43.8761295,10.246667,-5.8,-0.6870229007633588,-1.3435114503816794,0.3969465648854962
7.8,0.0,15.0,0.0,0.0,10.000124353902423,0.8882488159179687,0.24899697265624998,9.957484704589843,31.384188341018124,101.23841949187275,37.02622681040417,43.8761295,10.246667,-5.8,-0.7022900763358778,-1.2671755725190839,0.366412213740458
7.8,-0.06563223218531089,14.934367767814688,0.0,0.0,10.000124353902423,0.8882488159179687,0.24899697265624998,9.957484704589843,31.43453307622749,101.23920715204946,37.01348101700151,43.8761295,10.246667,-5.8,-0.7022900763358778,-1.2671755725190839,0.366412213740458
7.81,-0.06563223218531089,14.934367767814688,0.0,0.0,9.994426712879669,0.842758984375,0.27293898925781246,9.955090502929687,31.43453307622749,101.23920715204946,37.01348101700151,43.8761295,10.246667,-5.8,-0.7022900763358778,-1.297709923664122,0.3969465648854962
7.81,-0.06563223218531089,14.934367767814688,0.0,0.0,9.994426712879669,0.842758984375,0.27293898925781246,9.955090502929687,31.43453307622749,101.23920715204946,37.01348101700151,43.8761295,10.246667,-5.8,-0.7022900763358778,-1.297709923664122,0.3969465648854962
7.82,-0.06563223218531089,14.934367767814688,0.0,0.0,10.043380323184273,0.9050082275390624,0.29448680419921874,9.9981861328125,31.43453307622749,101.23920715204946,37.01348101700151,43.8761295,10.246667,-5.8,-0.7175572519083969,-1.3129770992366412,0.42748091603053434
7.83,-0.06563223218531089,14.934367767814688,0.0,0.0,10.033491591369023,0.93852705078125,0.2561795776367187,9.986215124511718,31.43453307622749,101.23920715204946,37.01348101700151,43.8761295,10.246667,-5.8,-0.6259541984732825,-1.1755725190839694,0.3816793893129771
7.85,-0.06563223218531089,14.934367767814688,0.0,0.0,10.034270823533168,0.8906430175781249,0.2705447875976562,9.991003527832031,31.43453307622749,101.23920715204946,37.01348101700151,43.8761295,10.246667,-5.8,-0.8091603053435115,-1.282442748091603,0.3816793893129771
7.86,-0.06563223218531089,14.934367767814688,0.0,0.0,10.025911200609565,0.8978256225585937,0.28969840087890625,9.981426721191406,31.43453307622749,101.23920715204946,37.01348101700151,43.8761295,10.246667,-5.8,-0.549618320610687,-1.251908396946565,0.3053435114503817
7.87,-0.06563223218531089,14.934367767814688,0.0,0.0,10.055597378356703,0.8595183959960937,0.277727392578125,10.014945544433592,31.43453307622749,101.23920715204946,37.01348101700151,43.8761295,10.246667,-5.8,-0.5190839694656488,-1.2366412213740459,0.3816793893129771
7.88,-0.06563223218531089,14.934367767814688,0.0,0.0,9.983867428818659,0.8667010009765624,0.24660277099609373,9.943119494628906,31.43453307622749,101.23920715204946,37.01348101700151,43.8761295,10.246667,-5.8,-0.8244274809160306,-1.2213740458015268,0.3969465648854962
7.89,-0.06563223218531089,14.934367767814688,0.0,0.0,10.010047193913264,0.86191259765625,0.2609679809570312,9.969455712890625,31.43453307622749,101.23920715204946,37.01348101700151,43.8761295,10.246667,-5.8,-0.7633587786259542,-1.282442748091603,0.33587786259541985
7.91,-0.06563223218531089,14.934367767814688,0.0,0.0,10.021978868170098,0.8834604125976562,0.28012159423828126,9.97903251953125,31.43453307622749,101.23920715204946,37.01348101700151,43.8761295,10.246667,-5.8,-0.7480916030534351,-1.282442748091603,0.2900763358778626
7.91,-0.10148264372498605,14.898517356275015,0.0,0.0,10.021978868170098,0.8834604125976562,0.28012159423828126,9.97903251953125,31.441140824797913,101.2396373991717,37.008156136839375,43.8761295,10.246667,-5.8,-0.7480916030534351,-1.282442748091603,0.2900763358778626
7.92,-0.10148264372498605,14.898517356275015,0.0,0.0,10.021978868170098,0.8834604125976562,0.28012159423828126,9.97903251953125,31.441140824797913,101.2396373991717,37.008156136839375,43.8761295,10.246667,-5.8,-0.7480916030534351,-1.282442748091603,0.2900763358778626
7.92,-0.10148264372498605,14.898517356275015,0.0,0.0,10.01805929687318,0.8643067993164062,0.28490999755859375,9.976638317871092,31.441140824797913,101.2396373991717,37.008156136839375,43.8761295,10.246667,-5.8,-0.549618320610687,-1.297709923664122,0.366412213740458
7.93,-0.10148264372498605,14.898517356275015,0.0,0.0,10.031119816674352,0.8667010009765624,0.316034619140625,9.988609326171874,31.441140824797913,101.2396373991717,37.008156136839375,43.8761295,10.246667,-5.8,-0.42748091603053434,-1.251908396946565,0.3969465648854962
7.94,-0.10148264372498605,14.898517356275015,0.0,0.0,10.0199516260899,0.8882488159179687,0.277727392578125,9.976638317871092,31.441140824797913,101.2396373991717,37.008156136839375,43.8761295,10.246667,-5.8,-0.7938931297709924,-1.282442748091603,0.32061068702290074
7.95,-0.10148264372498605,14.898517356275015,0.0,0.0,10.066709509825802,0.8595183959960937,0.24660277099609373,10.026916552734374,31.441140824797913,101.2396373991717,37.008156136839375,43.8761295,10.246667,-5.8,-0.6412213740458015,-1.251908396946565,0.2748091603053435
7.97,-0.10148264372498605,14.898517356275015,0.0,0.0,10.066709509825802,0.8595183959960937,0.24660277099609373,10.026916552734374,31.441140824797913,101.2396373991717,37.008156136839375,43.8761295,10.246667,-5.8,-0.6412213740458015,-1.251908396946565,0.2748091603053435
7.97,-0.10148264372498605,14.898517356275015,0.0,0.0,10.080119282445606,0.8954314208984374,0.2753331909179687,10.036493359375,31.441140824797913,101.2396373991717,37.008156136839375,43.8761295,10.246667,-5.8,-0.7175572519083969,-1.3129770992366412,0.3511450381679389
7.98,-0.10148264372498605,14.898517356275015,0.0,0.0,10.06356780545947,0.8667010009765624,0.28490999755859375,10.022128149414062,31.441140824797913,101.2396373991717,37.008156136839375,43.8761295,10.246667,-5.8,-0.6717557251908397,-1.3435114503816794,0.4122137404580153
7.99,-0.10148264372498605,14.898517356275015,0.0,0.0,10.028577435455896,0.8786720092773437,0.2753331909179687,9.986215124511718,31.441140824797913,101.2396373991717,37.008156136839375,43.8761295,10.246667,-5.8,-0.6259541984732825,-1.3435114503816794,0.5038167938931297
8.0,-0.10148264372498605,14.898517356275015,0.0,0.0,10.098250468015797,0.8571241943359375,0.2753331909179687,10.058041174316406,31.441140824797913,101.2396373991717,37.008156136839375,43.8761295,10.246667,-5.8,-0.6412213740458015,-1.3435114503816794,0.3053435114503817
8.01,-0.10148264372498605,14.898517356275015,0.0,0.0,10.098250468015797,0.8571241943359375,0.2753331909179687,10.058041174316406,31.441140824797913,101.2396373991717,37.008156136839375,43.8761295,10.246667,-5.8,-0.6412213740458015,-1.3435114503816794,0.3053435114503817
8.01,-0.10148264372498605,14.898517356275015,0.0,0.0,10.010416256690812,0.8882488159179687,0.277727392578125,9.967061511230469,31.441140824797913,101.2396373991717,37.008156136839375,43.8761295,10.246667,-5.8,-0.7175572519083969,-1.251908396946565,0.2748091603053435
